instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12308,2012-05-28,2,1,5,20,0,0,1,3,0.4724,0.4953,0.3227,0.5742,8,60,68
12309,2012-05-28,2,1,5,21,0,0,1,2,0.5335,0.544,0.4985,0.0139,10,58,68
12310,2012-05-28,2,1,5,22,0,0,1,3,0.5329,0.5567,0.4546,0.2642,9,30,39
12311,2012-05-28,2,1,5,23,0,0,1,2,0.5044,0.4844,0.5892,0.214,2,18,20
12312,2012-05-29,2,1,5,0,0,1,1,1,0.4673,0.4633,0.3551,0.2155,2,21,23
12313,2012-05-29,2,1,5,1,0,1,1,1,0.5552,0.5508,0.3893,0.1176,2,9,11
12314,2012-05-29,2,1,5,2,0,1,1,1,0.4695,0.4776,0.3198,0.048,1,5,6
12315,2012-05-29,2,1,5,3,0,1,1,2,0.4787,0.4648,0.5544,0.1707,1,3,4
12316,2012-05-29,2,1,5,4,0,1,1,4,0.5361,0.4832,0.3832,0.055,0,2,2
12317,2012-05-29,2,1,5,5,0,1,1,1,0.5502,0.598,0.5157,0.4667,6,25,31
12318,2012-05-29,2,1,5,6,0,1,1,1,0.5007,0.4964,0.5498,0.2854,19,55,74
12319,2012-05-29,2,1,5,7,0,1,1,1,0.5807,0.5898,0.565,0.1698,48,181,229
12320,2012-05-29,2,1,5,8,0,1,1,4,0.5421,0.5432,0.5043,0.0512,14,65,79
12321,2012-05-29,2,1,5,9,0,1,1,1,0.5404,0.4919,0.5698,0.0395,45,131,176
12322,2012-05-29,2,1,5,10,0,1,1,1,0.5272,0.554,0.4294,0.07,15,117,132
12323,2012-05-29,2,1,5,11,0,1,1,1,0.4894,0.5156,0.5668,0.1666,7,66,73
12324,2012-05-29,2,1,5,12,0,1,1,1,0.5695,0.5795,0.4744,0.0964,30,85,115
12325,2012-05-29,2,1,5,13,0,1,1,1,0.5256,0.5031,0.6369,0.101,27,163,190
12326,2012-05-29,2,1,5,14,0,1,1,1,0.5201,0.505,0.5945,0.0578,13,115,128
12327,2012-05-29,2,1,5,15,0,1,1,2,0.5249,0.4873,0.5305,0.1305,19,65,84
12328,2012-05-29,2,1,5,16,0,1,1,1,0.5235,0.5044,0.5117,0.0432,39,175,214
12329,2012-05-29,2,1,5,17,0,1,1,1,0.5234,0.4983,0.6901,0.2604,39,216,255
12330,2012-05-29,2,1,5,18,0,1,1,1,0.4573,0.4771,0.4581,0.0483,41,217,258
12331,2012-05-29,2,1,5,19,0,1,1,1,0.5208,0.5129,0.5858,0.0662,24,150,174
12332,2012-05-29,2,1,5,20,0,1,1,1,0.5314,0.523,0.6931,0.0514,12,86,98
12333,2012-05-29,2,1,5,21,0,1,1,2,0.5295,0.5711,0.447,0.0089,16,42,58
12334,2012-05-29,2,1,5,22,0,1,1,1,0.5514,0.5525,0.7178,0.2683,17,58,75
12335,2012-05-29,2,1,5,23,0,1,1,1,0.516,0.4843,0.4948,0.0033,4,21,25
12336,2012-05-30,2,1,5,0,0,2,1,1,0.5387,0.5145,0.508,0.0279,4,21,25
12337,2012-05-30,2,1,5,1,0,2,1,1,0.4581,0.4623,0.3932,0.0347,2,10,12
12338,2012-05-30,2,1,5,2,0,2,1,1,0.5273,0.5539,0.484,0.1946,1,4,5
12339,2012-05-30,2,1,5,3,0,2,1,1,0.5953,0.5629,0.3806,0.1193,0,4,4
12340,2012-05-30,2,1,5,4,0,2,1,2,0.4908,0.5079,0.6458,0.0297,0,4,4
12341,2012-05-30,2,1,5,5,0,2,1,2,0.5021,0.4963,0.7427,0.2519,1,15,16
12342,2012-05-30,2,1,5,6,0,2,1,1,0.4898,0.4435,0.7573,0.0061,9,64,73
12343,2012-05-30,2,1,5,7,0,2,1,1,0.4456,0.4369,0.3268,0.0076,35,110,145
12344,2012-05-30,2,1,5,8,0,2,1,4,0.5116,0.5262,0.6694,0.2354,15,62,77
12345,2012-05-30,2,1,5,9,0,2,1,1,0.5124,0.5251,0.5616,0.017,24,164,188
12346,2012-05-30,2,1,5,10,0,2,1,1,0.5213,0.5085,0.5494,0.039,14,66,80
12347,2012-05-30,2,1,5,11,0,2,1,1,0.5508,0.5459,0.6577,0.2413,20,100,120
12348,2012-05-30,2,1,5,12,0,2,1,2,0.5271,0.5188,0.556,0.0767,14,121,135
12349,2012-05-30,2,1,5,13,0,2,1,1,0.5292,0.4828,0.6519,0.0452,12,86,98
12350,2012-05-30,2,1,5,14,0,2,1,2,0.4194,0.4318,0.2849,0.0682,22,106,128
12351,2012-05-30,2,1,5,15,0,2,1,1,0.582,0.5746,0.4826,0.0952,17,129,146
12352,2012-05-30,2,1,5,16,0,2,1,1,0.6176,0.6213,0.5378,0.2205,51,126,177
12353,2012-05-30,2,1,5,17,0,2,1,1,0.5296,0.4759,0.1306,0.0769,56,161,217
12354,2012-05-30,2,1,5,18,0,2,1,2,0.5837,0.6237,0.3514,0.0248,24,89,113
12355,2012-05-30,2,1,5,19,0,2,1,1,0.5084,0.5323,0.65,0.2206,50,153,203
12356,2012-05-30,2,1,5,20,0,2,1,1,0.4917,0.4633,0.318,0.2955,22,131,153
12357,2012-05-30,2,1,5,21,0,2,1,1,0.4983,0.5242,0.5629,0.1676,10,85,95
12358,2012-05-30,2,1,5,22,0,2,1,3,0.4694,0.4644,0.5757,0.3978,7,30,37
12359,2012-05-30,2,1,5,23,0,2,1,1,0.4326,0.4533,0.6248,0.2609,5,14,19
12360,2012-05-31,2,1,5,0,0,3,1,1,0.5045,0.4962,0.3043,0.1422,6,19,25
12361,2012-05-31,2,1,5,1,0,3,1,2,0.5,0.5128,0.358,0.1711,1,7,8
12362,2012-05-31,2,1,5,2,0,3,1,1,0.4926,0.4636,0.5374,0.0062,1,4,5
12363,2012-05-31,2,1,5,3,0,3,1,1,0.5932,0.6473,0.8239,0.0119,0,3,3
12364,2012-05-31,2,1,5,4,0,3,1,2,0.4496,0.4278,0.3573,0.1144,2,7,9
12365,2012-05-31,2,1,5,5,0,3,1,1,0.4988,0.5014,0.3303,0.2467,3,22,25
12366,2012-05-31,2,1,5,6,0,3,1,1,0.6379,0.6484,0.3761,0.1513,11,52,63
12367,2012-05-31,2,1,5,7,0,3,1,1,0.4153,0.4834,0.3529,0.0961,56,170,226
12368,2012-05-31,2,1,5,8,0,3,1,1,0.4596,0.4727,0.3478,0.2162,29,172,201
12369,2012-05-31,2,1,5,9,0,3,1,1,0.5356,0.5531,0.2003,0.2353,36,134,170
12370,2012-05-31,2,1,5,10,0,3,1,1,0.4944,0.4369,0.5223,0.1706,22,105,127
12371,2012-05-31,2,1,5,11,0,3,1,3,0.5086,0.5077,0.5091,0.0244,10,89,99
12372,2012-05-31,2,1,5,12,0,3,1,4,0.4918,0.5557,0.4181,0.1555,7,36,43
12373,2012-05-31,2,1,5,13,0,3,1,3,0.5022,0.489,0.6955,0.2251,11,66,77
12374,2012-05-31,2,1,5,14,0,3,1,1,0.5086,0.4913,0.4322,0.1012,40,99,139
12375,2012-05-31,2,1,5,15,0,3,1,1,0.4169,0.3974,0.8831,0.0141,15,119,134
12376,2012-05-31,2,1,5,16,0,3,1,2,0.5162,0.5274,0.2809,0.1962,32,83,115
12377,2012-05-31,2,1,5,17,0,3,1,2,0.4616,0.4206,0.3683,0.2866,58,234,292
12378,2012-05-31,2,1,5,18,0,3,1,1,0.5632,0.5421,0.6705,0.2358,53,158,211
12379,2012-05-31,2,1,5,19,0,3,1,2,0.3935,0.3931,0.6264,0.0649,39,158,197
12380,2012-05-31,2,1,5,20,0,3,1,1,0.5661,0.5801,0.4055,0.1068,13,116,129
12381,2012-05-31,2,1,5,21,0,3,1,2,0.4983,0.4513,0.5681,0.1182,9,48,57
12382,2012-05-31,2,1,5,22,0,3,1,1,0.5412,0.5234,0.6068,0.3445,4,37,41
12383,2012-05-31,2,1,5,23,0,3,1,1,0.4563,0.4386,0.5718,0.2547,12,36,48
12384,2012-06-01,2,1,6,0,0,4,1,3,0.4963,0.4282,0.6893,0.221,1,11,12
12385,2012-06-01,2,1,6,1,0,4,1,1,0.5465,0.5334,0.6411,0.1441,3,10,13
12386,2012-06-01,2,1,6,2,0,4,1,1,0.5246,0.5203,0.4758,0.1652,1,3,4
12387,2012-06-01,2,1,6,3,0,4,1,1,0.5587,0.5586,0.5025,0.0643,0,3,3
12388,2012-06-01,2,1,6,4,0,4,1,1,0.5682,0.6483,0.5027,0.0113,1,6,7
12389,2012-06-01,2,1,6,5,0,4,1,2,0.6234,0.6541,0.4841,0.003,6,17,23
12390,2012-06-01,2,1,6,6,0,4,1,1,0.5555,0.5282,0.7138,0.5025,16,82,98
12391,2012-06-01,2,1,6,7,0,4,1,1,0.5113,0.5309,0.6567,0.0246,52,161,213
12392,2012-06-01,2,1,6,8,0,4,1,1,0.6369,0.6294,0.4229,0.1652,69,236,305
12393,2012-06-01,2,1,6,9,0,4,1,1,0.5314,0.4914,0.6345,0.2398,39,139,178
12394,2012-06-01,2,1,6,10,0,4,1,1,0.5804,0.5639,0.321,0.5336,41,108,149
12395,2012-06-01,2,1,6,11,0,4,1,2,0.4776,0.4479,0.4867,0.2414,35,89,124
12396,2012-06-01,2,1,6,12,0,4,1,1,0.5168,0.5242,0.3253,0.1665,20,151,171
12397,2012-06-01,2,1,6,13,0,4,1,1,0.4444,0.5252,0.6203,0.1838,36,127,163
12398,2012-06-01,2,1,6,14,0,4,1,3,0.4569,0.4848,0.5085,0.0388,11,55,66
12399,2012-06-01,2,1,6,15,0,4,1,1,0.5915,0.6005,0.6545,0.0203,30,93,123
12400,2012-06-01,2,1,6,16,0,4,1,1,0.5117,0.472,0.4463,0.1801,19,142,161
12401,2012-06-01,2,1,6,17,0,4,1,3,0.5168,0.5541,0.7127,0.1354,43,153,196
12402,2012-06-01,2,1,6,18,0,4,1,3,0.5672,0.5886,0.0301,0.2215,22,57,79
12403,2012-06-01,2,1,6,19,0,4,1,1,0.5626,0.5427,0.4856,0.2533,16,90,106
12404,2012-06-01,2,1,6,20,0,4,1,1,0.5283,0.5059,0.5437,0.1681,17,101,118
12405,2012-06-01,2,1,6,21,0,4,1,1,0.5522,0.5323,0.7451,0.0539,16,59,75
12406,2012-06-01,2,1,6,22,0,4,1,1,0.5229,0.543,0.3521,0.0347,10,30,40
12407,2012-06-01,2,1,6,23,0,4,1,1,0.5684,0.6144,0.4697,0.3279,9,26,35
12408,2012-06-02,2,1,6,0,0,5,0,1,0.6075,0.6444,0.432,0.0182,5,18,23
12409,2012-06-02,2,1,6,1,0,5,0,1,0.5512,0.5326,0.6565,0.2199,1,13,14
12410,2012-06-02,2,1,6,2,0,5,0,1,0.4049,0.3796,0.5837,0.2027,0,5,5
12411,2012-06-02,2,1,6,3,0,5,0,1,0.5063,0.4776,0.3677,0.0993,0,2,2
12412,2012-06-02,2,1,6,4,0,5,0,1,0.5524,0.4876,0.361,0.1489,1,6,7
12413,2012-06-02,2,1,6,5,0,5,0,1,0.5284,0.5327,0.8101,0.85,3,15,18
12414,2012-06-02,2,1,6,6,0,5,0,1,0.4796,0.4785,0.6564,0.0219,13,54,67
12415,2012-06-02,2,1,6,7,0,5,0,1,0.6058,0.5793,0.4326,0.1533,70,193,263
12416,2012-06-02,2,1,6,8,0,5,0,1,0.6483,0.6817,0.3615,0.2719,88,224,312
12417,2012-06-02,2,1,6,9,0,5,0,1,0.5659,0.581,0.4788,0.1266,18,45,63
12418,2012-06-02,2,1,6,10,0,5,0,2,0.4968,0.4975,0.5956,0.422,23,115,138
12419,2012-06-02,2,1,6,11,0,5,0,2,0.5093,0.4931,0.2406,0.0774,23,76,99
12420,2012-06-02,2,1,6,12,0,5,0,1,0.5418,0.5385,0.5451,0.1511,44,110,154
12421,2012-06-02,2,1,6,13,0,5,0,2,0.5501,0.5474,0.7646,0.2116,17,106,123
12422,2012-06-02,2,1,6,14,0,5,0,2,0.5852,0.547,0.3244,0.0205,24,78,102
12423,2012-06-02,2,1,6,15,0,5,0,1,0.4789,0.4951,0.7477,0.1127,35,96,131
12424,2012-06-02,2,1,6,16,0,5,0,1,0.602,0.595,0.5972,0.0271,15,115,130
12425,2012-06-02,2,1,6,17,0,5,0,4,0.5512,0.5474,0.5047,0.0158,16,50,66
12426,2012-06-02,2,1,6,18,0,5,0,1,0.488,0.4646,0.5001,0.089,30,119,149
12427,2012-06-02,2,1,6,19,0,5,0,1,0.5414,0.517,0.2453,0.0319,33,118,151
12428,2012-06-02,2,1,6,20,0,5,0,2,0.5099,0.5445,0.5463,0.0236,21,70,91
12429,2012-06-02,2,1,6,21,0,5,0,1,0.553,0.5863,0.6144,0.0544,18,64,82
12430,2012-06-02,2,1,6,22,0,5,0,1,0.4921,0.4766,0.5887,0.0506,6,39,45
12431,2012-06-02,2,1,6,23,0,5,0,2,0.4342,0.4191,0.4927,0.2531,6,31,37
12432,2012-06-03,2,1,6,0,0,6,0,3,0.5846,0.5584,0.428,0.0227,2,15,17
12433,2012-06-03,2,1,6,1,0,6,0,1,0.5895,0.5531,0.2972,0.1424,1,9,10
12434,2012-06-03,2,1,6,2,0,6,0,1,0.5839,0.5752,0.8408,0.0713,1,9,10
12435,2012-06-03,2,1,6,3,0,6,0,1,0.5214,0.5441,0.7679,0.0498,0,3,3
12436,2012-06-03,2,1,6,4,0,6,0,2,0.5557,0.5355,0.6087,0.1187,0,3,3
12437,2012-06-03,2,1,6,5,0,6,0,2,0.565,0.5217,0.4689,0.1015,5,14,19
12438,2012-06-03,2,1,6,6,0,6,0,1,0.586,0.5781,0.5681,0.2081,19,51,70
12439,2012-06-03,2,1,6,7,0,6,0,2,0.5507,0.5592,0.3618,0.414,28,142,170
12440,2012-06-03,2,1,6,8,0,6,0,2,0.592,0.5829,0.5675,0.1051,40,163,203
12441,2012-06-03,2,1,6,9,0,6,0,1,0.5104,0.4996,0.6516,0.0132,13,82,95
12442,2012-06-03,2,1,6,10,0,6,0,2,0.5403,0.531,0.469,0.123,27,89,116
12443,2012-06-03,2,1,6,11,0,6,0,3,0.5473,0.5907,0.1838,0.0018,10,69,79
12444,2012-06-03,2,1,6,12,0,6,0,1,0.627,0.6499,0.5201,0.0752,43,138,181
12445,2012-06-03,2,1,6,13,0,6,0,1,0.5787,0.5877,0.6519,0.2462,46,119,165
12446,2012-06-03,2,1,6,14,0,6,0,1,0.5311,0.5294,0.8296,0.7605,17,83,100
12447,2012-06-03,2,1,6,15,0,6,0,2,0.5546,0.5721,0.8666,0.2554,15,131,146
12448,2012-06-03,2,1,6,16,0,6,0,2,0.5759,0.5568,0.5762,0.0867,45,140,185
12449,2012-06-03,2,1,6,17,0,6,0,1,0.4888,0.5092,0.3677,0.0297,47,205,252
12450,2012-06-03,2,1,6,18,0,6,0,1,0.6403,0.5995,0.4748,0.0928,48,212,260
12451,2012-06-03,2,1,6,19,0,6,0,1,0.5365,0.6131,0.651,0.2647,35,102,137
12452,2012-06-03,2,1,6,20,0,6,0,1,0.4859,0.4715,0.5008,0.5516,23,71,94
12453,2012-06-03,2,1,6,21,0,6,0,1,0.5154,0.5043,0.537,0.1467,9,45,54
12454,2012-06-03,2,1,6,22,0,6,0,1,0.5055,0.4794,0.3574,0.051,9,50,59
12455,2012-06-03,2,1,6,23,0,6,0,1,0.5099,0.4961,0.4273,0.1161,8,34,42
12456,2012-06-04,2,1,6,0,0,0,1,1,0.5803,0.5633,0.5971,0.0789,5,20,25
12457,2012-06-04,2,1,6,1,0,0,1,1,0.5448,0.5534,0.5343,0.0899,2,9,11
12458,2012-06-04,2,1,6,2,0,0,1,1,0.5509,0.5266,0.6919,0.0654,1,5,6
12459,2012-06-04,2,1,6,3,0,0,1,1,0.5151,0.5384,0.6835,0.0088,0,3,3
12460,2012-06-04,2,1,6,4,0,0,1,1,0.5136,0.559,0.3398,0.1895,0,4,4
12461,2012-06-04,2,1,6,5,0,0,1,2,0.5253,0.5493,0.4941,0.0119,3,22,25
12462,2012-06-04,2,1,6,6,0,0,1,2,0.5102,0.5036,0.6485,0.0214,13,51,64
12463,2012-06-04,2,1,6,7,0,0,1,1,0.5031,0.4501,0.6633,0.3182,20,149,169
12464,2012-06-04,2,1,6,8,0,0,1,1,0.5313,0.5396,0.3736,0.232,52,212,264
12465,2012-06-04,2,1,6,9,0,0,1,2,0.4864,0.4954,0.5575,0.1351,23,110,133
12466,2012-06-04,2,1,6,10,0,0,1,2,0.521,0.4727,0.6159,0.1907,10,72,82
12467,2012-06-04,2,1,6,11,0,0,1,3,0.4964,0.5405,0.5494,0.0055,10,33,43
12468,2012-06-04,2,1,6,12,0,0,1,1,0.6057,0.6227,0.4055,0.0577,37,96,133
12469,2012-06-04,2,1,6,13,0,0,1,2,0.5499,0.541,0.5145,0.0324,41,103,144
12470,2012-06-04,2,1,6,14,0,0,1,1,0.4851,0.4445,0.7335,0.0567,20,88,108
12471,2012-06-04,2,1,6,15,0,0,1,1,0.5833,0.5837,0.6309,0.0371,15,109,124
12472,2012-06-04,2,1,6,16,0,0,1,1,0.5525,0.5629,0.4644,0.0993,40,135,175
12473,2012-06-04,2,1,6,17,0,0,1,1,0.5307,0.5121,0.4685,0.0979,41,342,383
12474,2012-06-04,2,1,6,18,0,0,1,1,0.5996,0.5937,0.7154,0.4121,32,122,154
12475,2012-06-04,2,1,6,19,0,0,1,1,0.483,0.4897,0.583,0.0069,32,124,156
12476,2012-06-04,2,1,6,20,0,0,1,1,0.65,0.6293,0.581,0.1318,30,74,104
12477,2012-06-04,2,1,6,21,0,0,1,1,0.5567,0.5495,0.589,0.1157,10,60,70
12478,2012-06-04,2,1,6,22,0,0,1,1,0.5848,0.6086,0.5611,0.1277,13,61,74
12479,2012-06-04,2,1,6,23,0,0,1,3,0.4692,0.4985,0.6697,0.024,4,15,19
12480,2012-06-05,2,1,6,0,0,1,1,1,0.5678,0.6136,0.5093,0.6239,6,23,29
12481,2012-06-05,2,1,6,1,0,1,1,1,0.5414,0.5504,0.7122,0.0228,2,6,8
12482,2012-06-05,2,1,6,2,0,1,1,1,0.5478,0.5599,0.6281,0.1864,0,5,5
12483,2012-06-05,2,1,6,3,0,1,1,1,0.5539,0.5523,0.4615,0.1469,0,4,4
12484,2012-06-05,2,1,6,4,0,1,1,1,0.5147,0.4662,0.4836,0.0185,2,5,7
12485,2012-06-05,2,1,6,5,0,1,1,1,0.5657,0.5352,0.5913,0.056,3,24,27
12486,2012-06-05,2,1,6,6,0,1,1,2,0.5804,0.5587,0.4909,0.6292,12,43,55
12487,2012-06-05,2,1,6,7,0,1,1,1,0.5004,0.5409,0.6751,0.2379,37,137,174
12488,2012-06-05,2,1,6,8,0,1,1,1,0.4786,0.4898,0.1301,0.2048,31,117,148
12489,2012-06-05,2,1,6,9,0,1,1,1,0.5439,0.5872,0.4613,0.0051,24,163,187
12490,2012-06-05,2,1,6,10,0,1,1,2,0.5903,0.6138,0.5595,0.1605,19,52,71
12491,2012-06-05,2,1,6,11,0,1,1,1,0.5161,0.5162,0.5153,0.0641,20,89,109
12492,2012-06-05,2,1,6,12,0,1,1,2,0.5426,0.4616,0.4407,0.2111,21,102,123
12493,2012-06-05,2,1,6,13,0,1,1,2,0.5977,0.6141,0.297,0.0502,28,119,147
12494,2012-06-05,2,1,6,14,0,1,1,1,0.5624,0.5353,0.6872,0.0484,23,127,150
12495,2012-06-05,2,1,6,15,0,1,1,1,0.5193,0.4794,0.498,0.5099,41,153,194
12496,2012-06-05,2,1,6,16,0,1,1,1,0.5232,0.5049,0.4943,0.4829,41,123,164
12497,2012-06-05,2,1,6,17,0,1,1,1,0.557,0.6187,0.5989,0.0252,44,173,217
12498,2012-06-05,2,1,6,18,0,1,1,1,0.5245,0.5289,0.5351,0.0174,56,145,201
12499,2012-06-05,2,1,6,19,0,1,1,1,0.5588,0.5388,0.5841,0.0769,32,139,171
12500,2012-06-05,2,1,6,20,0,1,1,2,0.5638,0.5744,0.7333,0.1585,21,80,101
12501,2012-06-05,2,1,6,21,0,1,1,3,0.4885,0.5348,0.4686,0.057,9,34,43
12502,2012-06-05,2,1,6,22,0,1,1,1,0.5796,0.5475,0.404,0.0876,14,43,57
12503,2012-06-05,2,1,6,23,0,1,1,1,0.5476,0.5732,0.2141,0.1562,3,32,35
12504,2012-06-06,2,1,6,0,0,2,1,2,0.5437,0.5164,0.4624,0.0937,2,16,18
12505,2012-06-06,2,1,6,1,0,2,1,1,0.6432,0.6557,0.6382,0.0263,2,8,10
12506,2012-06-06,2,1,6,2,0,2,1,1,0.5215,0.5386,0.4265,0.0083,1,5,6
12507,2012-06-06,2,1,6,3,0,2,1,1,0.5952,0.6495,0.6191,0.0252,0,5,5
12508,2012-06-06,2,1,6,4,0,2,1,3,0.5582,0.5415,0.4638,0.031,0,2,2
12509,2012-06-06,2,1,6,5,0,2,1,1,0.4988,0.5339,0.6235,0.044,6,16,22
12510,2012-06-06,2,1,6,6,0,2,1,1,0.5728,0.5442,0.9844,0.1278,21,62,83
12511,2012-06-06,2,1,6,7,0,2,1,1,0.479,0.4668,0.5101,0.0487,32,145,177
12512,2012-06-06,2,1,6,8,0,2,1,1,0.536,0.4949,0.4202,0.003,28,217,245
12513,2012-06-06,2,1,6,9,0,2,1,1,0.503,0.5156,0.5402,0.255,30,150,180
12514,2012-06-06,2,1,6,10,0,2,1,1,0.5612,0.5462,0.5564,0.1694,32,105,137
12515,2012-06-06,2,1,6,11,0,2,1,1,0.5302,0.6041,0.4617,0.1069,34,125,159
12516,2012-06-06,2,1,6,12,0,2,1,1,0.4924,0.4821,0.4202,0.145,20,86,106
12517,2012-06-06,2,1,6,13,0,2,1,2,0.4574,0.4839,0.1623,0.0046,18,100,118
12518,2012-06-06,2,1,6,14,0,2,1,1,0.5932,0.5643,0.4367,0.0037,40,108,148
12519,2012-06-06,2,1,6,15,0,2,1,1,0.55,0.5435,0.5428,0.1145,34,87,121
12520,2012-06-06,2,1,6,16,0,2,1,1,0.5307,0.5778,0.2343,0.008,27,97,124
12521,2012-06-06,2,1,6,17,0,2,1,2,0.5762,0.6224,0.7064,0.1129,50,140,190
12522,2012-06-06,2,1,6,18,0,2,1,1,0.5804,0.6249,0.0989,0.1731,34,119,153
12523,2012-06-06,2,1,6,19,0,2,1,1,0.5971,0.6085,0.2692,0.0093,28,101,129
12524,2012-06-06,2,1,6,20,0,2,1,2,0.5546,0.5661,0.6081,0.0296,21,66,87
12525,2012-06-06,2,1,6,21,0,2,1,1,0.5706,0.5889,0.6707,0.3317,10,60,70
12526,2012-06-06,2,1,6,22,0,2,1,1,0.5872,0.5829,0.7358,0.3045,22,65,87
12527,2012-06-06,2,1,6,23,0,2,1,1,0.4337,0.4463,0.6965,0.1372,4,25,29
12528,2012-06-07,2,1,6,0,0,3,1,1,0.4468,0.4327,0.4368,0.1219,7,20,27
12529,2012-06-07,2,1,6,1,0,3,1,1,0.5459,0.5115,0.4349,0.2826,1,6,7
12530,2012-06-07,2,1,6,2,0,3,1,2,0.5749,0.5323,0.5616,0.0001,0,5,5
12531,2012-06-07,2,1,6,3,0,3,1,2,0.4838,0.4686,0.5423,0.122,0,4,4
12532,2012-06-07,2,1,6,4,0,3,1,1,0.5596,0.6418,0.3903,0.1579,1,5,6
12533,2012-06-07,2,1,6,5,0,3,1,1,0.53,0.5076,0.7575,0.0378,5,17,22
12534,2012-06-07,2,1,6,6,0,3,1,1,0.5743,0.5799,0.4472,0.0708,15,57,72
12535,2012-06-07,2,1,6,7,0,3,1,2,0.5067,0.4502,0.7218,0.3673,39,116,155
12536,2012-06-07,2,1,6,8,0,3,1,1,0.4759,0.5574,0.6026,0.1637,66,211,277
12537,2012-06-07,2,1,6,9,0,3,1,1,0.5355,0.5454,0.5171,0.0606,45,138,183
12538,2012-06-07,2,1,6,10,0,3,1,2,0.5132,0.5425,0.4358,0.0273,24,101,125
12539,2012-06-07,2,1,6,11,0,3,1,1,0.5468,0.5049,0.5449,0.1002,47,112,159
12540,2012-06-07,2,1,6,12,0,3,1,2,0.5383,0.5073,0.8457,0.1717,18,92,110
12541,2012-06-07,2,1,6,13,0,3,1,1,0.5553,0.5573,0.6224,0.004,15,115,130
12542,2012-06-07,2,1,6,14,0,3,1,1,0.5414,0.5767,0.4317,0.0213,43,110,153
12543,2012-06-07,2,1,6,15,0,3,1,1,0.5827,0.5933,0.5079,0.0081,21,90,111
12544,2012-06-07,2,1,6,16,0,3,1,2,0.4982,0.4754,0.618,0.5458,18,111,129
12545,2012-06-07,2,1,6,17,0,3,1,1,0.5657,0.5382,0.4169,0.0124,110,278,388
12546,2012-06-07,2,1,6,18,0,3,1,3,0.6094,0.5976,0.5029,0.138,39,121,160
12547,2012-06-07,2,1,6,19,0,3,1,2,0.5337,0.5375,0.4732,0.0302,29,78,107
12548,2012-06-07,2,1,6,20,0,3,1,1,0.5414,0.5422,0.707,0.518,24,82,106
12549,2012-06-07,2,1,6,21,0,3,1,1,0.4989,0.4867,0.6092,0.1002,13,37,50
12550,2012-06-07,2,1,6,22,0,3,1,1,0.6486,0.6189,0.5589,0.0216,18,53,71
12551,2012-06-07,2,1,6,23,0,3,1,1,0.4984,0.5223,0.7235,0.1509,8,25,33
12552,2012-06-08,2,1,6,0,0,4,1,2,0.5489,0.5329,0.2902,0.183,2,14,16
12553,2012-06-08,2,1,6,1,0,4,1,2,0.5558,0.5313,0.5713,0.0997,1,10,11
12554,2012-06-08,2,1,6,2,0,4,1,1,0.5462,0.5329,0.2369,0.1897,1,7,8
12555,2012-06-08,2,1,6,3,0,4,1,1,0.5437,0.5465,0.5782,0.2665,0,5,5
12556,2012-06-08,2,1,6,4,0,4,1,1,0.5917,0.5401,0.2959,0.3061,2,5,7
12557,2012-06-08,2,1,6,5,0,4,1,2,0.5813,0.5658,0.7288,0.0912,5,17,22
12558,2012-06-08,2,1,6,6,0,4,1,1,0.5093,0.5658,0.7197,0.2034,18,57,75
12559,2012-06-08,2,1,6,7,0,4,1,3,0.5676,0.5838,0.4667,0.0631,23,94,117
12560,2012-06-08,2,1,6,8,0,4,1,2,0.6062,0.6275,0.5348,0.0645,77,229,306
12561,2012-06-08,2,1,6,9,0,4,1,3,0.5106,0.4719,0.6423,0.1932,14,59,73
12562,2012-06-08,2,1,6,10,0,4,1,1,0.607,0.5823,0.5032,0.0429,32,109,141
12563,2012-06-08,2,1,6,11,0,4,1,2,0.537,0.5518,0.5813,0.2749,15,116,131
12564,2012-06-08,2,1,6,12,0,4,1,2,0.6269,0.6231,0.3901,0.0804,20,77,97
12565,2012-06-08,2,1,6,13,0,4,1,1,0.566,0.5597,0.6863,0.229,37,90,127
12566,2012-06-08,2,1,6,14,0,4,1,3,0.5615,0.5914,0.5435,0.2212,5,39,44
12567,2012-06-08,2,1,6,15,0,4,1,2,0.5419,0.5485,0.5067,0.0104,34,86,120
12568,2012-06-08,2,1,6,16,0,4,1,1,0.6635,0.6356,0.596,0.2482,22,114,136
12569,2012-06-08,2,1,6,17,0,4,1,1,0.5467,0.5723,0.6492,0.1893,49,252,301
12570,2012-06-08,2,1,6,18,0,4,1,1,0.4682,0.4621,0.3198,0.3012,30,90,120
12571,2012-06-08,2,1,6,19,0,4,1,1,0.5894,0.5374,0.7326,0.4563,53,170,223
12572,2012-06-08,2,1,6,20,0,4,1,1,0.5471,0.5681,0.6879,0.036,22,89,111
12573,2012-06-08,2,1,6,21,0,4,1,2,0.5093,0.548,0.4988,0.0073,8,61,69
12574,2012-06-08,2,1,6,22,0,4,1,2,0.5864,0.5927,0.4041,0.3025,7,59,66
12575,2012-06-08,2,1,6,23,0,4,1,1,0.5226,0.5115,0.3619,0.0912,5,22,27
12576,2012-06-09,2,1,6,0,0,5,0,1,0.5522,0.5673,0.5353,0.0074,4,20,24
